Date,Action,Ticker,Shares,Price,Total Value
2024-12-06,BUY,TARIL.NS,2804,516.66,1448861.49
2024-12-13,SELL,NEULANDLAB.NS,86,15252.37,1311572.58
2024-12-13,BUY,GOLDBEES.NS,24194,64.61,1563330.67
2024-12-13,BUY,PGEL.NS,1592,916.15,1458650.57
2024-12-20,SELL,GOLDBEES.NS,24194,63.32,1531810.88
2025-01-03,SELL,BSE.NS,940,1774.32,1667694.54
2025-01-03,BUY,GOLDBEES.NS,24855,65.07,1617476.57
2025-01-03,BUY,ITI.NS,3302,457.1,1509495.15
2025-01-10,SELL,PAYTM.NS,1826,847.7,1547745.43
2025-01-10,SELL,PGEL.NS,1592,881.46,1403146.26
2025-01-10,SELL,ITI.NS,3302,442.7,1461649.26
2025-01-10,SELL,GOLDBEES.NS,2078,65.93,136988.84
2025-01-10,BUY,AMBER.NS,178,7831.15,1394084.08
2025-01-10,BUY,LLOYDSME.NS,967,1448.57,1400904.85
2025-01-10,BUY,SYRMA.NS,2473,566.75,1401715.17
2025-01-17,SELL,CARTRADE.NS,997,1472.25,1467686.47
2025-01-17,SELL,TARIL.NS,2804,509.89,1429584.44
2025-01-17,SELL,AMBER.NS,178,6757.5,1202714.72
2025-01-17,SELL,SYRMA.NS,2473,531.37,1313937.69
2025-01-17,SELL,GOLDBEES.NS,1381,66.66,92048.26
2025-01-17,BUY,BSE.NS,667,1993.3,1329661.81
2025-01-17,BUY,BLS.NS,2678,496.91,1330865.83
2025-01-17,BUY,MANAPPURAM.NS,6957,191.34,1331295.87
2025-01-17,BUY,WOCKPHARMA.NS,947,1404.55,1330241.91
2025-01-24,SELL,BLS.NS,2678,434.29,1162899.27
2025-01-24,SELL,WOCKPHARMA.NS,947,1376.05,1302989.08
2025-01-24,SELL,GOLDBEES.NS,866,67.77,58682.95
2025-01-24,BUY,REDINGTON.NS,5945,218.42,1298631.3
2025-01-24,BUY,PARADEEP.NS,10964,118.44,1298678.19
2025-01-31,SELL,LLOYDSME.NS,967,1238.17,1197195.19
2025-01-31,SELL,BSE.NS,667,1763.09,1175863.0
2025-01-31,SELL,REDINGTON.NS,5945,201.74,1199225.94
2025-01-31,SELL,PARADEEP.NS,10964,112.3,1231085.76
2025-01-31,SELL,GOLDBEES.NS,1241,69.08,85719.71
2025-01-31,BUY,BLUEJET.NS,1660,749.13,1243683.61
2025-01-31,BUY,CARTRADE.NS,753,1651.4,1243628.57
2025-01-31,BUY,BDL.NS,960,1295.39,1243697.48
2025-01-31,BUY,ZENSARTECH.NS,1453,855.7,1243456.45
2025-02-07,SELL,GOLDBEES.NS,121,71.54,8655.47
2025-02-14,SELL,MANAPPURAM.NS,6957,175.94,1223860.14
2025-02-14,SELL,BLUEJET.NS,1660,721.93,1198283.85
2025-02-14,SELL,CARTRADE.NS,753,1567.8,1180435.38
2025-02-14,SELL,BDL.NS,960,1098.19,1054161.72
2025-02-14,SELL,ZENSARTECH.NS,1453,816.6,1186406.08
2025-02-14,SELL,GOLDBEES.NS,1578,72.22,113951.77
2025-02-14,BUY,SRF.NS,432,2743.58,1185346.8
2025-02-14,BUY,SBICARD.NS,1389,853.45,1185562.31
2025-02-14,BUY,REDINGTON.NS,4941,239.92,1185566.05
2025-02-14,BUY,BAJFINANCE.NS,1421,834.08,1185350.82
2025-02-14,BUY,NAVINFLUOR.NS,295,4006.05,1181902.15
2025-02-21,BUY,GOLDBEES.NS,60,72.08,4325.23
2025-02-28,SELL,REDINGTON.NS,4941,219.44,1084127.06
2025-02-28,SELL,NAVINFLUOR.NS,295,3752.83,1106974.88
2025-02-28,SELL,GOLDBEES.NS,163,71.1,11588.14
2025-02-28,BUY,BLUEJET.NS,1541,752.68,1159989.46
2025-02-28,BUY,MANAPPURAM.NS,5818,199.43,1160415.35
2025-03-07,BUY,GOLDBEES.NS,206,72.21,14876.75
2025-03-14,SELL,GOLDBEES.NS,104,72.82,7572.52
2025-03-21,BUY,GOLDBEES.NS,563,73.95,41638.01
2025-03-28,SELL,GOLDBEES.NS,126,74.16,9343.23
2025-04-04,SELL,BLUEJET.NS,1541,724.92,1116997.23
2025-04-04,SELL,GOLDBEES.NS,883,74.99,66209.55
2025-04-04,BUY,FORCEMOT.NS,135,8856.55,1195753.39
2025-04-11,SELL,SBICARD.NS,1389,849.03,1179178.59
2025-04-11,SELL,GOLDBEES.NS,520,77.9,40503.95
2025-04-11,BUY,CHAMBLFERT.NS,1911,632.37,1208581.42
2025-04-18,SELL,SRF.NS,432,2980.98,1287656.37
2025-04-18,SELL,MANAPPURAM.NS,5818,227.47,1323276.23
2025-04-18,SELL,GOLDBEES.NS,56,79.53,4453.23
2025-04-18,BUY,GALLANTT.NS,2633,466.93,1229542.38
2025-04-18,BUY,NH.NS,664,1850.04,1228551.29
2025-04-25,SELL,GOLDBEES.NS,152,80.03,12163.34
2025-05-02,SELL,BAJFINANCE.NS,1421,881.41,1252360.14
2025-05-02,BUY,GOLDBEES.NS,410,78.38,32139.01
2025-05-02,BUY,GLAXO.NS,436,2818.45,1228968.55
2025-05-09,SELL,GALLANTT.NS,2633,414.92,1092372.17
2025-05-09,SELL,GOLDBEES.NS,644,80.8,52030.0
2025-05-09,BUY,KPRMILL.NS,938,1299.9,1219429.76
2025-05-16,SELL,CHAMBLFERT.NS,1911,619.48,1183714.04
2025-05-16,SELL,NH.NS,664,1770.43,1175448.16
2025-05-16,SELL,KPRMILL.NS,938,1170.19,1097524.05
2025-05-16,BUY,GOLDBEES.NS,452,77.78,35160.08
2025-05-16,BUY,GRSE.NS,489,2464.39,1205207.76
2025-05-16,BUY,DATAPATTNS.NS,422,2859.62,1206880.37
2025-05-16,BUY,BDL.NS,658,1834.72,1207369.12
2025-05-23,SELL,GLAXO.NS,436,2982.02,1300031.14
2025-05-23,SELL,GOLDBEES.NS,94,79.51,7473.19
2025-05-23,BUY,ZENTEC.NS,649,1889.34,1226302.99
2025-05-30,BUY,GOLDBEES.NS,1360,79.49,108117.21
2025-06-06,SELL,GOLDBEES.NS,136,81.23,11046.18
2025-06-13,SELL,ZENTEC.NS,649,1972.32,1279908.35
2025-06-13,SELL,GOLDBEES.NS,510,83.13,42392.06
2025-06-13,BUY,BSE.NS,493,2711.2,1336755.24
2025-06-20,SELL,BSE.NS,493,2688.1,1325100.82
2025-06-20,BUY,GOLDBEES.NS,527,82.23,43339.55
2025-06-20,BUY,PARADEEP.NS,8282,164.77,1364722.21
2025-06-27,SELL,GRSE.NS,489,3011.45,1472451.29
2025-06-27,SELL,DATAPATTNS.NS,422,2815.55,1188044.23
2025-06-27,SELL,PARADEEP.NS,8282,157.16,1301469.62
2025-06-27,SELL,GOLDBEES.NS,17780,79.81,1418879.85
2025-06-27,BUY,JMFINANCIL.NS,8426,157.6,1328077.52
2025-06-27,BUY,MCX.NS,752,1764.56,1327082.41
2025-06-27,BUY,INTELLECT.NS,1163,1141.19,1327337.9
2025-07-04,SELL,FORCEMOT.NS,135,14310.41,1931711.65
2025-07-04,BUY,GOLDBEES.NS,17727,80.89,1434080.41
2025-07-04,BUY,GABRIEL.NS,1412,947.65,1338222.54
2025-07-11,SELL,BDL.NS,658,1849.27,1216695.58
2025-07-11,SELL,MCX.NS,752,1603.48,1205693.33
2025-07-11,SELL,GOLDBEES.NS,4,81.15,324.57
2025-07-11,BUY,FORCEMOT.NS,81,16384.83,1327303.64
2025-07-11,BUY,APARINDS.NS,155,8620.46,1336305.21
2025-07-18,SELL,GOLDBEES.NS,101,81.73,8253.9
2025-07-25,SELL,INTELLECT.NS,1163,1036.4,1205212.7
2025-07-25,SELL,GABRIEL.NS,1412,988.63,1395809.07
2025-07-25,SELL,GOLDBEES.NS,210,82.1,17239.28
2025-07-25,BUY,SCHNEIDER.NS,1461,913.2,1334318.64
2025-07-25,BUY,GVT&D.NS,548,2432.04,1332893.36
2025-08-01,SELL,JMFINANCIL.NS,8426,150.44,1267490.98
2025-08-01,SELL,FORCEMOT.NS,81,16672.19,1350312.46
2025-08-01,BUY,GOLDBEES.NS,221,81.95,18112.76
2025-08-01,BUY,GALLANTT.NS,1785,755.57,1348824.94
2025-08-01,BUY,GABRIEL.NS,1351,998.19,1348692.11
2025-08-08,SELL,APARINDS.NS,155,8696.5,1347822.7
2025-08-08,SELL,GOLDBEES.NS,660,84.36,55672.03
2025-08-08,BUY,FORCEMOT.NS,75,17764.78,1332491.68
2025-08-15,SELL,SCHNEIDER.NS,1461,871.0,1272403.75
2025-08-15,SELL,GALLANTT.NS,1785,653.65,1166645.46
2025-08-15,BUY,GOLDBEES.NS,165,83.14,13719.47
2025-08-15,BUY,JMFINANCIL.NS,7224,184.08,1329930.99
2025-08-15,BUY,ANANDRATHI.NS,491,2705.16,1328366.1
2025-08-22,SELL,GVT&D.NS,548,2770.0,1517808.2
2025-08-22,BUY,GOLDBEES.NS,563,82.62,46519.71
2025-08-22,BUY,BELRISE.NS,9312,146.58,1365089.47
2025-08-29,SELL,FORCEMOT.NS,75,19434.1,1457411.42
2025-08-29,SELL,GOLDBEES.NS,991,85.34,84563.48
2025-08-29,BUY,CARTRADE.NS,555,2398.0,1331023.09
2025-09-05,SELL,BELRISE.NS,9312,136.62,1272078.17
2025-09-05,SELL,GOLDBEES.NS,51,88.65,4520.7
2025-09-05,BUY,NETWEB.NS,447,3079.4,1376629.41
2025-09-12,SELL,JMFINANCIL.NS,7224,178.21,1287248.01
2025-09-12,SELL,CARTRADE.NS,555,2338.2,1297571.2
2025-09-12,SELL,GOLDBEES.NS,738,91.26,67343.15
2025-09-12,BUY,ATHERENERG.NS,2499,542.55,1355968.0
2025-09-12,BUY,SYRMA.NS,1646,823.83,1356151.57
2025-09-19,BUY,GOLDBEES.NS,621,91.29,56696.76
2025-09-26,SELL,GOLDBEES.NS,614,94.22,57845.3
2025-10-03,BUY,GOLDBEES.NS,413,97.07,40093.92
2025-10-10,SELL,GABRIEL.NS,1351,1268.91,1714123.55
2025-10-10,SELL,ANANDRATHI.NS,491,2950.38,1448493.94
2025-10-10,SELL,GOLDBEES.NS,616,100.67,62006.52
2025-10-10,BUY,GMDCLTD.NS,2435,606.55,1477096.92
2025-10-10,BUY,HBLENGINE.NS,1678,880.23,1477170.84
2025-10-17,SELL,NETWEB.NS,447,3833.1,1713224.4
2025-10-17,SELL,SYRMA.NS,1646,787.0,1295272.46
2025-10-17,SELL,GMDCLTD.NS,2435,567.1,1380750.35
2025-10-17,SELL,GOLDBEES.NS,836,108.11,90370.92
2025-10-17,BUY,ADANIPOWER.NS,9051,165.98,1502435.17
2025-10-17,BUY,ACUTAAS.NS,912,1646.9,1502123.02
2025-10-17,BUY,FORTIS.NS,1384,1084.9,1501651.78
2025-10-24,SELL,FORTIS.NS,1384,1037.3,1435479.71
2025-10-24,BUY,GOLDBEES.NS,811,101.7,82486.95
2025-10-24,BUY,SAMMAANCAP.NS,7916,188.25,1490336.02
2025-10-31,BUY,GOLDBEES.NS,285,100.02,28508.55
2025-11-07,SELL,ATHERENERG.NS,2499,654.65,1635806.81
2025-11-07,SELL,ADANIPOWER.NS,9051,151.48,1370908.34
2025-11-07,SELL,GOLDBEES.NS,263,99.94,26281.59
2025-11-07,BUY,CHENNPETRO.NS,1454,1008.31,1466232.54
2025-11-07,BUY,LTF.NS,4830,303.6,1466534.67
2025-11-14,SELL,GOLDBEES.NS,563,103.81,58439.18
2025-11-21,SELL,HBLENGINE.NS,1678,894.59,1500974.0
2025-11-21,SELL,ACUTAAS.NS,912,1701.8,1551886.44
2025-11-21,SELL,SAMMAANCAP.NS,7916,158.91,1257805.8
2025-11-21,SELL,GOLDBEES.NS,384,102.0,39164.08
2025-11-21,BUY,ATHERENERG.NS,2021,695.9,1406554.59
2025-11-21,BUY,MRPL.NS,8434,166.76,1406609.76
2025-11-21,BUY,JKTYRE.NS,3150,446.45,1406458.17
2025-11-28,SELL,CHENNPETRO.NS,1454,908.95,1321480.18
2025-11-28,SELL,MRPL.NS,8434,154.79,1305404.54
2025-11-28,SELL,GOLDBEES.NS,454,104.62,47492.73
2025-11-28,BUY,IDEA.NS,140407,9.96,1398593.57
2025-11-28,BUY,SHRIRAMFIN.NS,1642,851.65,1398549.18
2025-12-05,SELL,ATHERENERG.NS,2021,675.2,1364442.77
2025-12-05,SELL,GOLDBEES.NS,147,106.89,15711.26
2025-12-05,BUY,HINDCOPPER.NS,3808,371.25,1413879.5
2025-12-12,SELL,GOLDBEES.NS,149,109.61,16330.26
2025-12-19,BUY,GOLDBEES.NS,271,109.82,29764.2
2025-12-26,SELL,LTF.NS,4830,301.3,1455133.41
2025-12-26,BUY,GOLDBEES.NS,142,114.31,16233.64
2025-12-26,BUY,NATIONALUM.NS,5083,303.05,1540582.42
2026-01-02,BUY,GOLDBEES.NS,867,110.52,95830.42
